    6.500    2.500    8.500    1
    7.500    2.500    8.500    1
    8.500    2.500    8.500    1
    9.500    2.500    8.500    1
    0.500    3.500    8.500    1
    1.500    3.500    8.500    1
    2.500    3.500    8.500    1
    3.500    3.500    8.500    1
    4.500    3.500    8.500    1
    5.500    3.500    8.500    1
    6.500    3.500    8.500    1
    7.500    3.500    8.500    1
    8.500    3.500    8.500    1
    9.500    3.500    8.500    1
    0.500    4.500    8.500    1
    1.500    4.500    8.500    1
    2.500    4.500    8.500    1
    3.500    4.500    8.500    1
    4.500    4.500    8.500    1
    5.500    4.500    8.500    1
    6.500    4.500    8.500    1
    7.500    4.500    8.500    1
    8.500    4.500    8.500    1
    9.500    4.500    8.500    1
    0.500    5.500    8.500    1
    1.500    5.500    8.500    1
    2.500    5.500    8.500    1
    3.500    5.500    8.500    1
    4.500    5.500    8.500    1
    5.500    5.500    8.500    1
    6.500    5.500    8.500    1
    7.500    5.500    8.500    1
    8.500    5.500    8.500    1
    9.500    5.500    8.500    1
    0.500    6.500    8.500    1
    1.500    6.500    8.500    1
    2.500    6.500    8.500    1
    3.500    6.500    8.500    1
    4.500    6.500    8.500    1
    5.500    6.500    8.500    1
    6.500    6.500    8.500    1
    7.500    6.500    8.500    1
    8.500    6.500    8.500    1
    9.500    6.500    8.500    1
    0.500    7.500    8.500    1
    1.500    7.500    8.500    1
    2.500    7.500    8.500    1
    3.500    7.500    8.500    1
    4.500    7.500    8.500    1
    5.500    7.500    8.500    1
    6.500    7.500    8.500    1
    7.500    7.500    8.500    1
    8.500    7.500    8.500    1
    9.500    7.500    8.500    1
    0.500    8.500    8.500    1
    1.500    8.500    8.500    1
    2.500    8.500    8.500    1
    3.500    8.500    8.500    1
    4.500    8.500    8.500    1
    5.500    8.500    8.500    1
    6.500    8.500    8.500    1
    7.500    8.500    8.500    1
    8.500    8.500    8.500    1
    9.500    8.500    8.500    1
    0.500    9.500    8.500    1
    1.500    9.500    8.500    1
    2.500    9.500    8.500    1
    3.500    9.500    8.500    1
    4.500    9.500    8.500    1
    5.500    9.500    8.500    1
    6.500    9.500    8.500    1
    7.500    9.500    8.500    1
    8.500    9.500    8.500    1
    9.500    9.500    8.500    1
    0.500    0.500    9.500    1
    1.500    0.500    9.500    1
    2.500    0.500    9.500    1
    3.500    0.500    9.500    1
    4.500    0.500    9.500    1
    5.500    0.500    9.500    1
    6.500    0.500    9.500    1
    7.500    0.500    9.500    1
    8.500    0.500    9.500    1
    9.500    0.500    9.500    1
    0.500    1.500    9.500    1
    1.500    1.500    9.500    1
    2.500    1.500    9.500    1
    3.500    1.500    9.500    1
    4.500    1.500    9.500    1
    5.500    1.500    9.500    1
    6.500    1.500    9.500    1
    7.500    1.500    9.500    1
    8.500    1.500    9.500    1
    9.500    1.500    9.500    1
    0.500    2.500    9.500    1
    1.500    2.500    9.500    1
    2.500    2.500    9.500    1
    3.500    2.500    9.500    1
    4.500    2.500    9.500    1
    5.500    2.500    9.500    1
    6.500    2.500    9.500    1
    7.500    2.500    9.500    1
    8.500    2.500    9.500    1
    9.500    2.500    9.500    1
    0.500    3.500    9.500    1
    1.500    3.500    9.500    1
    2.500    3.500    9.500    1
    3.500    3.500    9.500    1
    4.500    3.500    9.500    1
    5.500    3.500    9.500    1
    6.500    3.500    9.500    1
    7.500    3.500    9.500    1
    8.500    3.500    9.500    1
    9.500    3.500    9.500    1
    0.500    4.500    9.500    1
    1.500    4.500    9.500    1
    2.500    4.500    9.500    1
    3.500    4.500    9.500    1
    4.500    4.500    9.500    1
    5.500    4.500    9.500    1
    6.500    4.500    9.500    1
    7.500    4.500    9.500    1
    8.500    4.500    9.500    1
    9.500    4.500    9.500    1
    0.500    5.500    9.500    1
    1.500    5.500    9.500    1
    2.500    5.500    9.500    1
    3.500    5.500    9.500    1
    4.500    5.500    9.500    1
    5.500    5.500    9.500    1
    6.500    5.500    9.500    1
    7.500    5.500    9.500    1
    8.500    5.500    9.500    1
    9.500    5.500    9.500    1
    0.500    6.500    9.500    1
    1.500    6.500    9.500    1
    2.500    6.500    9.500    1
    3.500    6.500    9.500    1
    4.500    6.500    9.500    1
    5.500    6.500    9.500    1
    6.500    6.500    9.500    1
    7.500    6.500    9.500    1
    8.500    6.500    9.500    1
    9.500    6.500    9.500    1
    0.500    7.500    9.500    1
    1.500    7.500    9.500    1
    2.500    7.500    9.500    1
    3.500    7.500    9.500    1
    4.500    7.500    9.500    1
    5.500    7.500    9.500    1
    6.500    7.500    9.500    1
    7.500    7.500    9.500    1
    8.500    7.500    9.500    1
    9.500    7.500    9.500    1
    0.500    8.500    9.500    1
    1.500    8.500    9.500    1
    2.500    8.500    9.500    1
    3.500    8.500    9.500    1
    4.500    8.500    9.500    1
    5.500    8.500    9.500    1
    6.500    8.500    9.500    1
    7.500    8.500    9.500    1
    8.500    8.500    9.500    1
    9.500    8.500    9.500    1
    0.500    9.500    9.500    1
    1.500    9.500    9.500    1
    2.500    9.500    9.500    1
    3.500    9.500    9.500    1
    4.500    9.500    9.500    1
    5.500    9.500    9.500    1
    6.500    9.500    9.500    1
    7.500    9.500    9.500    1
    8.500    9.500    9.500    1
    9.500    9.500    9.500    1
    0.500    0.500   10.500    1
    1.500    0.500   10.500    1
    2.500    0.500   10.500    1
    3.500    0.500   10.500    1
    4.500    0.500   10.500    1
    5.500    0.500   10.500    1
    6.500    0.500   10.500    1
    7.500    0.500   10.500    1
    8.500    0.500   10.500    1
    9.500    0.500   10.500    1
    0.500    1.500   10.500    1
    1.500    1.500   10.500    1
    2.500    1.500   10.500    1
    3.500    1.500   10.500    1
    4.500    1.500   10.500    1
    5.500    1.500   10.500    1
    6.500    1.500   10.500    1
    7.500    1.500   10.500    1
    8.500    1.500   10.500    1
    9.500    1.500   10.500    1
    0.500    2.500   10.500    1
    1.500    2.500   10.500    1
    2.500    2.500   10.500    1
    3.500    2.500   10.500    1
    4.500    2.500   10.500    1
    5.500    2.500   10.500    1
    6.500    2.500   10.500    1
    7.500    2.500   10.500    1
    8.500    2.500   10.500    1
    9.500    2.500   10.500    1
    0.500    3.500   10.500    1
    1.500    3.500   10.500    1
    2.500    3.500   10.500    1
    3.500    3.500   10.500    1
    4.500    3.500   10.500    1
    5.500    3.500   10.500    1
    6.500    3.500   10.500    1
    7.500    3.500   10.500    1
    8.500    3.500   10.500    1
    9.500    3.500   10.500    1
    0.500    4.500   10.500    1
    1.500    4.500   10.500    1
    2.500    4.500   10.500    1
    3.500    4.500   10.500    1
    4.500    4.500   10.500    1
    5.500    4.500   10.500    1
    6.500    4.500   10.500    1
    7.500    4.500   10.500    1
    8.500    4.500   10.500    1
    9.500    4.500   10.500    1
    0.500    5.500   10.500    1
    1.500    5.500   10.500    1
    2.500    5.500   10.500    1
    3.500    5.500   10.500    1
    4.500    5.500   10.500    1
    5.500    5.500   10.500    1
    6.500    5.500   10.500    1
    7.500    5.500   10.500    1
    8.500    5.500   10.500    1
    9.500    5.500   10.500    1
    0.500    6.500   10.500    1
    1.500    6.500   10.500    1
    2.500    6.500   10.500    1
    3.500    6.500   10.500    1
    4.500    6.500   10.500    1
    5.500    6.500   10.500    1
    6.500    6.500   10.500    1
    7.500    6.500   10.500    1
    8.500    6.500   10.500    1
    9.500    6.500   10.500    1
    0.500    7.500   10.500    1
    1.500    7.500   10.500    1
    2.500    7.500   10.500    1
    3.500    7.500   10.500    1
    4.500    7.500   10.500    1
    5.500    7.500   10.500    1
    6.500    7.500   10.500    1
    7.500    7.500   10.500    1
    8.500    7.500   10.500    1
    9.500    7.500   10.500    1
    0.500    8.500   10.500    1
    1.500    8.500   10.500    1
    2.500    8.500   10.500    1
    3.500    8.500   10.500    1
    4.500    8.500   10.500    1
    5.500    8.500   10.500    1
    6.500    8.500   10.500    1
    7.500    8.500   10.500    1
    8.500    8.500   10.500    1
    9.500    8.500   10.500    1
    0.500    9.500   10.500    1
    1.500    9.500   10.500    1
    2.500    9.500   10.500    1
    3.500    9.500   10.500    1
    4.500    9.500   10.500    1
    5.500    9.500   10.500    1
    6.500    9.500   10.500    1
    7.500    9.500   10.500    1
    8.500    9.500   10.500    1
    9.500    9.500   10.500    1
    0.500    0.500   11.500    1
    1.500    0.500   11.500    1
    2.500    0.500   11.500    1
    3.500    0.500   11.500    1
    4.500    0.500   11.500    1
    5.500    0.500   11.500    1
    6.500    0.500   11.500    1
    7.500    0.500   11.500    1
    8.500    0.500   11.500    1
    9.500    0.500   11.500    1
    0.500    1.500   11.500    1
    1.500    1.500   11.500    1
    2.500    1.500   11.500    1
    3.500    1.500   11.500    1
    4.500    1.500   11.500    1
    5.500    1.500   11.500    1
    6.500    1.500   11.500    1
    7.500    1.500   11.500    1
    8.500    1.500   11.500    1
    9.500    1.500   11.500    1
    0.500    2.500   11.500    1
    1.500    2.500   11.500    1
    2.500    2.500   11.500    1
    3.500    2.500   11.500    1
    4.500    2.500   11.500    1
    5.500    2.500   11.500    1
    6.500    2.500   11.500    1
    7.500    2.500   11.500    1
    8.500    2.500   11.500    1
    9.500    2.500   11.500    1
    0.500    3.500   11.500    1
    1.500    3.500   11.500    1
    2.500    3.500   11.500    1
    3.500    3.500   11.500    1
    4.500    3.500   11.500    1
    5.500    3.500   11.500    1
    6.500    3.500   11.500    1
    7.500    3.500   11.500    1
    8.500    3.500   11.500    1
    9.500    3.500   11.500    1
    0.500    4.500   11.500    1
    1.500    4.500   11.500    1
    2.500    4.500   11.500    1
    3.500    4.500   11.500    1
    4.500    4.500   11.500    1
    5.500    4.500   11.500    1
    6.500    4.500   11.500    1
    7.500    4.500   11.500    1
    8.500    4.500   11.500    1
    9.500    4.500   11.500    1
    0.500    5.500   11.500    1
    1.500    5.500   11.500    1
    2.500    5.500   11.500    1
    3.500    5.500   11.500    1
    4.500    5.500   11.500    1
    5.500    5.500   11.500    1
    6.500    5.500   11.500    1
    7.500    5.500   11.500    1
    8.500    5.500   11.500    1
    9.500    5.500   11.500    1
    0.500    6.500   11.500    1
    1.500    6.500   11.500    1
    2.500    6.500   11.500    1
    3.500    6.500   11.500    1
    4.500    6.500   11.500    1
    5.500    6.500   11.500    1
    6.500    6.500   11.500    1
    7.500    6.500   11.500    1
    8.500    6.500   11.500    1
    9.500    6.500   11.500    1
    0.500    7.500   11.500    1
    1.500    7.500   11.500    1
    2.500    7.500   11.500    1
    3.500    7.500   11.500    1
    4.500    7.500   11.500    1
    5.500    7.500   11.500    1
    6.500    7.500   11.500    1
    7.500    7.500   11.500    1
    8.500    7.500   11.500    1
    9.500    7.500   11.500    1
    0.500    8.500   11.500    1
    1.500    8.500   11.500    1
    2.500    8.500   11.500    1
    3.500    8.500   11.500    1
    4.500    8.500   11.500    1
    5.500    8.500   11.500    1
    6.500    8.500   11.500    1
    7.500    8.500   11.500    1
    8.500    8.500   11.500    1
    9.500    8.500   11.500    1
    0.500    9.500   11.500    1
    1.500    9.500   11.500    1
    2.500    9.500   11.500    1
    3.500    9.500   11.500    1
    4.500    9.500   11.500    1
    5.500    9.500   11.500    1
    6.500    9.500   11.500    1
    7.500    9.500   11.500    1
    8.500    9.500   11.500    1
    9.500    9.500   11.500    1
    0.500    0.500   12.500    1
    1.500    0.500   12.500    1
    2.500    0.500   12.500    1
    3.500    0.500   12.500    1
    4.500    0.500   12.500    1
    5.500    0.500   12.500    1
    6.500    0.500   12.500    1
    7.500    0.500   12.500    1
    8.500    0.500   12.500    1
    9.500    0.500   12.500    1
    0.500    1.500   12.500    1
    1.500    1.500   12.500    1
    2.500    1.500   12.500    1
    3.500    1.500   12.500    1
    4.500    1.500   12.500    1
    5.500    1.500   12.500    1
    6.500    1.500   12.500    1
    7.500    1.500   12.500    1
    8.500    1.500   12.500    1
    9.500    1.500   12.500    1
    0.500    2.500   12.500    1
    1.500    2.500   12.500    1
    2.500    2.500   12.500    1
    3.500    2.500   12.500    1
    4.500    2.500   12.500    1
    5.500    2.500   12.500    1
    6.500    2.500   12.500    1
    7.500    2.500   12.500    1
    8.500    2.500   12.500    1
    9.500    2.500   12.500    1
    0.500    3.500   12.500    1
    1.500    3.500   12.500    1
    2.500    3.500   12.500    1
    3.500    3.500   12.500    1
    4.500    3.500   12.500    1
    5.500    3.500   12.500    1
    6.500    3.500   12.500    1
    7.500    3.500   12.500    1
    8.500    3.500   12.500    1
    9.500    3.500   12.500    1
    0.500    4.500   12.500    1
    1.500    4.500   12.500    1
    2.500    4.500   12.500    1
    3.500    4.500   12.500    1
    4.500    4.500   12.500    1
    5.500    4.500   12.500    1
    6.500    4.500   12.500    1
    7.500    4.500   12.500    1
    8.500    4.500   12.500    1
    9.500    4.500   12.500    1
    0.500    5.500   12.500    1
    1.500    5.500   12.500    1
    2.500    5.500   12.500    1
    3.500    5.500   12.500    1
    4.500    5.500   12.500    1
    5.500    5.500   12.500    1
    6.500    5.500   12.500    1
    7.500    5.500   12.500    1
    8.500    5.500   12.500    1
    9.500    5.500   12.500    1
    0.500    6.500   12.500    1
    1.500    6.500   12.500    1
    2.500    6.500   12.500    1
    3.500    6.500   12.500    1
    4.500    6.500   12.500    1
    5.500    6.500   12.500    1
    6.500    6.500   12.500    1
    7.500    6.500   12.500    1
    8.500    6.500   12.500    1
    9.500    6.500   12.500    1
    0.500    7.500   12.500    1
    1.500    7.500   12.500    1
    2.500    7.500   12.500    1
    3.500    7.500   12.500    1
    4.500    7.500   12.500    1
    5.500    7.500   12.500    1
    6.500    7.500   12.500    1
    7.500    7.500   12.500    1
    8.500    7.500   12.500    1
    9.500    7.500   12.500    1
    0.500    8.500   12.500    1
    1.500    8.500   12.500    1
    2.500    8.500   12.500    1
    3.500    8.500   12.500    1
    4.500    8.500   12.500    1
    5.500    8.500   12.500    1
    6.500    8.500   12.500    1
    7.500    8.500   12.500    1
    8.500    8.500   12.500    1
    9.500    8.500   12.500    1
    0.500    9.500   12.500    1
    1.500    9.500   12.500    1
    2.500    9.500   12.500    1
    3.500    9.500   12.500    1
    4.500    9.500   12.500    1
    5.500    9.500   12.500    1
    6.500    9.500   12.500    1
    7.500    9.500   12.500    1
    8.500    9.500   12.500    1
    9.500    9.500   12.500    1
    0.500    0.500   13.500    1
    1.500    0.500   13.500    1
    2.500    0.500   13.500    1
    3.500    0.500   13.500    1
    4.500    0.500   13.500    1
    5.500    0.500   13.500    1
    6.500    0.500   13.500    1
    7.500    0.500   13.500    1
    8.500    0.500   13.500    1
    9.500    0.500   13.500    1
    0.500    1.500   13.500    1
    1.500    1.500   13.500    1
    2.500    1.500   13.500    1
    3.500    1.500   13.500    1
    4.500    1.500   13.500    1
    5.500    1.500   13.500    1
    6.500    1.500   13.500    1
    7.500    1.500   13.500    1
    8.500    1.500   13.500    1
    9.500    1.500   13.500    1
    0.500    2.500   13.500    1
    1.500    2.500   13.500    1
    2.500    2.500   13.500    1
    3.500    2.500   13.500    1
    4.500    2.500   13.500    1
    5.500    2.500   13.500    1
    6.500    2.500   13.500    1
    7.500    2.500   13.500    1
    8.500    2.500   13.500    1
    9.500    2.500   13.500    1
    0.500    3.500   13.500    1
    1.500    3.500   13.500    1
    2.500    3.500   13.500    1
    3.500    3.500   13.500    1
    4.500    3.500   13.500    1
    5.500    3.500   13.500    1
    6.500    3.500   13.500    1
    7.500    3.500   13.500    1
    8.500    3.500   13.500    1
    9.500    3.500   13.500    1
    0.500    4.500   13.500    1
    1.500    4.500   13.500    1
    2.500    4.500   13.500    1
    3.500    4.500   13.500    1
    4.500    4.500   13.500    1
    5.500    4.500   13.500    1
    6.500    4.500   13.500    1
    7.500    4.500   13.500    1
    8.500    4.500   13.500    1
    9.500    4.500   13.500    1
    0.500    5.500   13.500    1
    1.500    5.500   13.500    1
    2.500    5.500   13.500    1
    3.500    5.500   13.500    1
    4.500    5.500   13.500    1
    5.500    5.500   13.500    1
    6.500    5.500   13.500    1
    7.500    5.500   13.500    1
    8.500    5.500   13.500    1
    9.500    5.500   13.500    1
    0.500    6.500   13.500    1
    1.500    6.500   13.500    1
    2.500    6.500   13.500    1
    3.500    6.500   13.500    1
    4.500    6.500   13.500    1
    5.500    6.500   13.500    1
    6.500    6.500   13.500    1
    7.500    6.500   13.500    1
    8.500    6.500   13.500    1
    9.500    6.500   13.500    1
    0.500    7.500   13.500    1
    1.500    7.500   13.500    1
    2.500    7.500   13.500    1
    3.500    7.500   13.500    1
    4.500    7.500   13.500    1
    5.500    7.500   13.500    1
    6.500    7.500   13.500    1
    7.500    7.500   13.500    1
    8.500    7.500   13.500    1
    9.500    7.500   13.500    1
    0.500    8.500   13.500    1
    1.500    8.500   13.500    1
    2.500    8.500   13.500    1
    3.500    8.500   13.500    1
    4.500    8.500   13.500    1
    5.500    8.500   13.500    1
    6.500    8.500   13.500    1
    7.500    8.500   13.500    1
    8.500    8.500   13.500    1
    9.500    8.500   13.500    1
    0.500    9.500   13.500    1
    1.500    9.500   13.500    1
    2.500    9.500   13.500    1
    3.500    9.500   13.500    1
    4.500    9.500   13.500    1
    5.500    9.500   13.500    1
    6.500    9.500   13.500    1
    7.500    9.500   13.500    1
    8.500    9.500   13.500    1
    9.500    9.500   13.500    1
    0.500    0.500   14.500    1
    1.500    0.500   14.500    1
    2.500    0.500   14.500    1
    3.500    0.500   14.500    1
    4.500    0.500   14.500    1
    5.500    0.500   14.500    1
    6.500    0.500   14.500    1
    7.500    0.500   14.500    1
    8.500    0.500   14.500    1
    9.500    0.500   14.500    1
    0.500    1.500   14.500    1
    1.500    1.500   14.500    1
    2.500    1.500   14.500    1
    3.500    1.500   14.500    1
    4.500    1.500   14.500    1
    5.500    1.500   14.500    1
    6.500    1.500   14.500    1
    7.500    1.500   14.500    1
    8.500    1.500   14.500    1
    9.500    1.500   14.500    1
    0.500    2.500   14.500    1
    1.500    2.500   14.500    1
    2.500    2.500   14.500    1
    3.500    2.500   14.500    1
    4.500    2.500   14.500    1
    5.500    2.500   14.500    1
    6.500    2.500   14.500    1
    7.500    2.500   14.500    1
    8.500    2.500   14.500    1
    9.500    2.500   14.500    1
    0.500    3.500   14.500    1
    1.500    3.500   14.500    1
    2.500    3.500   14.500    1
    3.500    3.500   14.500    1
    4.500    3.500   14.500    1
    5.500    3.500   14.500    1
    6.500    3.500   14.500    1
    7.500    3.500   14.500    1
    8.500    3.500   14.500    1
    9.500    3.500   14.500    1
    0.500    4.500   14.500    1
    1.500    4.500   14.500    1
    2.500    4.500   14.500    1
    3.500    4.500   14.500    1
    4.500    4.500   14.500    1
    5.500    4.500   14.500    1
    6.500    4.500   14.500    1
    7.500    4.500   14.500    1
    8.500    4.500   14.500    1
    9.500    4.500   14.500    1
    0.500    5.500   14.500    1
    1.500    5.500   14.500    1
    2.500    5.500   14.500    1
    3.500    5.500   14.500    1
    4.500    5.500   14.500    1
    5.500    5.500   14.500    1
    6.500    5.500   14.500    1
    7.500    5.500   14.500    1
    8.500    5.500   14.500    1
    9.500    5.500   14.500    1
    0.500    6.500   14.500    1
    1.500    6.500   14.500    1
    2.500    6.500   14.500    1
    3.500    6.500   14.500    1
    4.500    6.500   14.500    1
    5.500    6.500   14.500    1
    6.500    6.500   14.500    1
    7.500    6.500   14.500    1
    8.500    6.500   14.500    1
    9.500    6.500   14.500    1
    0.500    7.500   14.500    1
    1.500    7.500   14.500    1
    2.500    7.500   14.500    1
    3.500    7.500   14.500    1
    4.500    7.500   14.500    1
    5.500    7.500   14.500    1
    6.500    7.500   14.500    1
    7.500    7.500   14.500    1
    8.500    7.500   14.500    1
    9.500    7.500   14.500    1
    0.500    8.500   14.500    1
    1.500    8.500   14.500    1
    2.500    8.500   14.500    1
    3.500    8.500   14.500    1
    4.500    8.500   14.500    1
    5.500    8.500   14.500    1
    6.500    8.500   14.500    1
    7.500    8.500   14.500    1
    8.500    8.500   14.500    1
    9.500    8.500   14.500    1
    0.500    9.500   14.500    1
    1.500    9.500   14.500    1
    2.500    9.500   14.500    1
    3.500    9.500   14.500    1
    4.500    9.500   14.500    1
    5.500    9.500   14.500    1
    6.500    9.500   14.500    1
    7.500    9.500   14.500    1
    8.500    9.500   14.500    1
    9.500    9.500   14.500    1
    0.500    0.500   15.500    1
    1.500    0.500   15.500    1
    2.500    0.500   15.500    1
    3.500    0.500   15.500    1
    4.500    0.500   15.500    1
    5.500    0.500   15.500    1
    6.500    0.500   15.500    1
    7.500    0.500   15.500    1
    8.500    0.500   15.500    1
    9.500    0.500   15.500    1
    0.500    1.500   15.500    1
    1.500    1.500   15.500    1
    2.500    1.500   15.500    1
    3.500    1.500   15.500    1
    4.500    1.500   15.500    1
    5.500    1.500   15.500    1
    6.500    1.500   15.500    1
    7.500    1.500   15.500    1
    8.500    1.500   15.500    1
    9.500    1.500   15.500    1
    0.500    2.500   15.500    1
    1.500    2.500   15.500    1
    2.500    2.500   15.500    1
    3.500    2.500   15.500    1
    4.500    2.500   15.500    1
    5.500    2.500   15.500    1
    6.500    2.500   15.500    1
    7.500    2.500   15.500    1
    8.500    2.500   15.500    1
    9.500    2.500   15.500    1
    0.500    3.500   15.500    1
    1.500    3.500   15.500    1
    2.500    3.500   15.500    1
    3.500    3.500   15.500    1
    4.500    3.500   15.500    1
    5.500    3.500   15.500    1
    6.500    3.500   15.500    1
    7.500    3.500   15.500    1
    8.500    3.500   15.500    1
    9.500    3.500   15.500    1
    0.500    4.500   15.500    1
    1.500    4.500   15.500    1
    2.500    4.500   15.500    1
    3.500    4.500   15.500    1
    4.500    4.500   15.500    1
    5.500    4.500   15.500    1
    6.500    4.500   15.500    1
    7.500    4.500   15.500    1
    8.500    4.500   15.500    1
    9.500    4.500   15.500    1
    0.500    5.500   15.500    1
    1.500    5.500   15.500    1
    2.500    5.500   15.500    1
    3.500    5.500   15.500    1
    4.500    5.500   15.500    1
    5.500    5.500   15.500    1
    6.500    5.500   15.500    1
    7.500    5.500   15.500    1
    8.500    5.500   15.500    1
    9.500    5.500   15.500    1
    0.500    6.500   15.500    1
    1.500    6.500   15.500    1
    2.500    6.500   15.500    1
    3.500    6.500   15.500    1
    4.500    6.500   15.500    1
    5.500    6.500   15.500    1
    6.500    6.500   15.500    1
    7.500    6.500   15.500    1
    8.500    6.500   15.500    1
    9.500    6.500   15.500    1
    0.500    7.500   15.500    1
    1.500    7.500   15.500    1
    2.500    7.500   15.500    1
    3.500    7.500   15.500    1
    4.500    7.500   15.500    1
    5.500    7.500   15.500    1
    6.500    7.500   15.500    1
    7.500    7.500   15.500    1
    8.500    7.500   15.500    1
    9.500    7.500   15.500    1
    0.500    8.500   15.500    1
    1.500    8.500   15.500    1
    2.500    8.500   15.500    1
    3.500    8.500   15.500    1
    4.500    8.500   15.500    1
    5.500    8.500   15.500    1
    6.500    8.500   15.500    1
    7.500    8.500   15.500    1
    8.500    8.500   15.500    1
    9.500    8.500   15.500    1
    0.500    9.500   15.500    1
    1.500    9.500   15.500    1
    2.500    9.500   15.500    1
    3.500    9.500   15.500    1
    4.500    9.500   15.500    1
    5.500    9.500   15.500    1
    6.500    9.500   15.500    1
    7.500    9.500   15.500    1
    8.500    9.500   15.500    1
    9.500    9.500   15.500    1
    0.500    0.500   16.500    1
    1.500    0.500   16.500    1
    2.500    0.500   16.500    1
    3.500    0.500   16.500    1
    4.500    0.500   16.500    1
    5.500    0.500   16.500    1
    6.500    0.500   16.500    1
    7.500    0.500   16.500    1
    8.500    0.500   16.500    1
    9.500    0.500   16.500    1
    0.500    1.500   16.500    1
    1.500    1.500   16.500    1
    2.500    1.500   16.500    1
    3.500    1.500   16.500    1
    4.500    1.500   16.500    1
    5.500    1.500   16.500    1
    6.500    1.500   16.500    1
    7.500    1.500   16.500    1
    8.500    1.500   16.500    1
    9.500    1.500   16.500    1
    0.500    2.500   16.500    1
    1.500    2.500   16.500    1
    2.500    2.500   16.500    1
    3.500    2.500   16.500    1
    4.500    2.500   16.500    1
    5.500    2.500   16.500    1
    6.500    2.500   16.500    1
    7.500    2.500   16.500    1
    8.500    2.500   16.500    1
    9.500    2.500   16.500    1
    0.500    3.500   16.500    1
    1.500    3.500   16.500    1
    2.500    3.500   16.500    1
    3.500    3.500   16.500    1
    4.500    3.500   16.500    1
    5.500    3.500   16.500    1
    6.500    3.500   16.500    1
    7.500    3.500   16.500    1
    8.500    3.500   16.500    1
    9.500    3.500   16.500    1
    0.500    4.500   16.500    1
    1.500    4.500   16.500    1
    2.500    4.500   16.500    1
    3.500    4.500   16.500    1
    4.500    4.500   16.500    1
    5.500    4.500   16.500    1
    6.500    4.500   16.500    1
    7.500    4.500   16.500    1
    8.500    4.500   16.500    1
    9.500    4.500   16.500    1
    0.500    5.500   16.500    1
    1.500    5.500   16.500    1
    2.500    5.500   16.500    1
    3.500    5.500   16.500    1
    4.500    5.500   16.500    1
    5.500    5.500   16.500    1
    6.500    5.500   16.500    1
    7.500    5.500   16.500    1
    8.500    5.500   16.500    1
    9.500    5.500   16.500    1
    0.500    6.500   16.500    1
    1.500    6.500   16.500    1
    2.500    6.500   16.500    1
    3.500    6.500   16.500    1
    4.500    6.500   16.500    1
    5.500    6.500   16.500    1
    6.500    6.500   16.500    1
    7.500    6.500   16.500    1
    8.500    6.500   16.500    1
    9.500    6.500   16.500    1
    0.500    7.500   16.500    1
    1.500    7.500   16.500    1
    2.500    7.500   16.500    1
    3.500    7.500   16.500    1
    4.500    7.500   16.500    1
    5.500    7.500   16.500    1
    6.500    7.500   16.500    1
    7.500    7.500   16.500    1
    8.500    7.500   16.500    1
    9.500    7.500   16.500    1
    0.500    8.500   16.500    1
    1.500    8.500   16.500    1
    2.500    8.500   16.500    1
    3.500    8.500   16.500    1
    4.500    8.500   16.500    1
    5.500    8.500   16.500    1
    6.500    8.500   16.500    1
    7.500    8.500   16.500    1
    8.500    8.500   16.500    1
    9.500    8.500   16.500    1
    0.500    9.500   16.500    1
    1.500    9.500   16.500    1
    2.500    9.500   16.500    1
    3.500    9.500   16.500    1
    4.500    9.500   16.500    1
    5.500    9.500   16.500    1
    6.500    9.500   16.500    1
    7.500    9.500   16.500    1
    8.500    9.500   16.500    1
    9.500    9.500   16.500    1
    0.500    0.500   17.500    1
    1.500    0.500   17.500    1
    2.500    0.500   17.500    1
    3.500    0.500   17.500    1
    4.500    0.500   17.500    1
    5.500    0.500   17.500    1
    6.500    0.500   17.500    1
    7.500    0.500   17.500    1
    8.500    0.500   17.500    1
    9.500    0.500   17.500    1
    0.500    1.500   17.500    1
    1.500    1.500   17.500    1
    2.500    1.500   17.500    1
    3.500    1.500   17.500    1
    4.500    1.500   17.500    1
    5.500    1.500   17.500    1
    6.500    1.500   17.500    1
    7.500    1.500   17.500    1
    8.500    1.500   17.500    1
    9.500    1.500   17.500    1
    0.500    2.500   17.500    1
    1.500    2.500   17.500    1
    2.500    2.500   17.500    1
    3.500    2.500   17.500    1
    4.500    2.500   17.500    1
    5.500    2.500   17.500    1
    6.500    2.500   17.500    1
    7.500    2.500   17.500    1
    8.500    2.500   17.500    1
    9.500    2.500   17.500    1
    0.500    3.500   17.500    1
    1.500    3.500   17.500    1
    2.500    3.500   17.500    1
    3.500    3.500   17.500    1
    4.500    3.500   17.500    1
    5.500    3.500   17.500    1
    6.500    3.500   17.500    1
    7.500    3.500   17.500    1
    8.500    3.500   17.500    1
    9.500    3.500   17.500    1
    0.500    4.500   17.500    1
    1.500    4.500   17.500    1
    2.500    4.500   17.500    1
    3.500    4.500   17.500    1
    4.500    4.500   17.500    1
    5.500    4.500   17.500    1
    6.500    4.500   17.500    1
    7.500    4.500   17.500    1
    8.500    4.500   17.500    1
    9.500    4.500   17.500    1
    0.500    5.500   17.500    1
    1.500    5.500   17.500    1
    2.500    5.500   17.500    1
    3.500    5.500   17.500    1
    4.500    5.500   17.500    1
    5.500    5.500   17.500    1
    6.500    5.500   17.500    1
    7.500    5.500   17.500    1
    8.500    5.500   17.500    1
